1.1
0.65 807 16 91
0.75 414 11 133
0.85 121 5 70

1.2
0.65 807 4 94
0.75 414 2 128
0.85 121 0 69

1.3
0.65 807 0 89
0.75 414 0 103
0.85 121 0 52

1.4
0.65 807 0 50
0.75 414 0 64
0.85 121 0 37

1.5
0.65 807 0 42
0.75 414 0 46
0.85 121 0 17

1.6
0.65 807 0 29
0.75 414 0 41
0.85 121 0 18

1.7
0.65 807 0 24
0.75 414 0 13
0.85 121 0 5
