1.4 1.45 1.5 1.55 1.6 1.65 1.7 1.75
1000 1000 1000 1000 1000 1000 1000 1000
7 17 24 33 51 70 86 1000
9 22 45 90 141 1000 1000 1000
27 42 101 196 1000 1000 1000 1000
14 50 137 1000 1000 1000 1000 1000
12 36 166 1000 1000 1000 1000 1000
10 45 236 1000 1000 1000 1000 1000
